DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,LOCATION,Cross Street,LAT,LON
218023651,05/13/2024 12:00:00 AM,05/13/2024 12:00:00 AM,1063,8,West LA,1983,1,310,BURGLARY,8347 3134,70,F,X,850,"SCHOOL, PUBLIC",300,BLUNT INSTRUMENT,JO,Juv Other,310,,4182 FLORENCE ST,FIGUEROA ST,33.893696,-118.045208
219572067,01/23/2020 12:00:00 AM,01/20/2020 12:00:00 AM,836,12,77th Street,1898,2,220,ATTEMPTED ROBBERY,3262 9303,70,M,C,179,SIDEWALK,200,KNIFE OR CUTTING INSTRUMENT,JA,Juv Arrest,220,625,3055 HOOPER ST,FIGUEROA ST,33.572602,-118.582367
212948868,08/18/2022 12:00:00 AM,08/15/2022 12:00:00 AM,144,4,Hollenbeck,359,2,624,BATTERY - SIMPLE ASSAULT,5090 2264,76,F,A,477,SINGLE FAMILY DWELLING,104,RIFLE,AA,Adult Arrest,624,,8645 VENICE ST,,34.311531,-118.719253
223207872,07/18/2022 12:00:00 AM,07/15/2022 12:00:00 AM,384,16,Foothill,1059,2,740,VANDALISM,2733 3317,79,F,B,584,DRIVEWAY,400,VEHICLE,JO,Juv Other,740,,440 MAIN ST,,33.797214,-118.30443
211676368,11/15/2022 12:00:00 AM,11/14/2022 12:00:00 AM,1593,20,Olympic,1818,2,624,BATTERY - SIMPLE ASSAULT,1013 8622,16,F,A,149,RESTAURANT/FAST FOOD,104,RIFLE,AO,Adult Other,624,,1678 FIGUEROA ST,,33.665865,-118.700091
223432564,08/18/2022 12:00:00 AM,08/17/2022 12:00:00 AM,1348,19,Mission,1631,2,745,VANDALISM - FELONY,6111 6168,8,F,O,476,"VEHICLE, PASSENGER/TRUCK",104,RIFLE,AO,Adult Other,745,,6622 BROADWAY ST,FIGUEROA ST,34.365701,-118.185215
210368552,03/21/2023 12:00:00 AM,03/18/2023 12:00:00 AM,1451,4,Hollenbeck,1546,1,121,RAPE FORCIBLE,9255 1256,21,F,B,649,MULTI-UNIT DWELLING,102,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,121,,5845 VENICE ST,,33.94339,-117.924261
208299109,02/11/2024 12:00:00 AM,02/09/2024 12:00:00 AM,1767,19,Mission,1131,2,350,"THEFT, PERSON",3949 7875,3,M,K,847,MULTI-UNIT DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,JA,Juv Arrest,350,,8362 MANCHESTER ST,VERMONT AVE,33.591246,-118.574762
223109278,11/09/2021 12:00:00 AM,11/08/2021 12:00:00 AM,551,17,Devonshire,1892,2,624,BATTERY - SIMPLE ASSAULT,2973 1808,25,M,C,127,STREET,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,624,,7442 VERMONT ST,,33.591317,-118.305671
235717785,05/12/2022 12:00:00 AM,05/12/2022 12:00:00 AM,903,18,Southeast,1368,1,210,ROBBERY,7006 1737,80,F,B,241,PARK/PLAYGROUND,201,OTHER CUTTING INSTRUMENT,AO,Adult Other,210,320,8208 FIGUEROA ST,,34.123147,-118.186088
203862080,12/23/2021 12:00:00 AM,12/21/2021 12:00:00 AM,2108,1,Central,1266,1,410,THEFT FROM MOTOR VEHICLE,3780 7805,1,F,H,512,OTHER BUSINESS,104,RIFLE,IC,Invest Cont,410,,2035 HOOPER ST,,34.286161,-118.171689
222646228,06/22/2024 12:00:00 AM,06/20/2024 12:00:00 AM,2289,21,Topanga,379,2,420,THEFT FROM MOTOR VEHICLE - GRAND,3554 8594,70,F,B,252,PARKING LOT,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,420,,7819 PICO ST,,33.952098,-118.084503
218060826,08/26/2021 12:00:00 AM,08/24/2021 12:00:00 AM,2015,21,Topanga,1771,2,320,BURGLARY FROM VEHICLE,4309 8677,22,X,K,507,DRIVEWAY,200,KNIFE OR CUTTING INSTRUMENT,JA,Juv Arrest,320,,9566 HOOPER ST,,34.063639,-117.762936
201008295,08/15/2021 12:00:00 AM,08/12/2021 12:00:00 AM,2174,19,Mission,1611,2,320,BURGLARY FROM VEHICLE,6621 6372,58,M,F,420,MULTI-UNIT DWELLING,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,320,,6512 MAIN ST,,33.941231,-117.905281
209385612,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,2083,21,Topanga,1226,1,121,RAPE FORCIBLE,6036 6967,27,F,F,626,"SCHOOL, PUBLIC",200,KNIFE OR CUTTING INSTRUMENT,IC,Invest Cont,121,,7472 MANCHESTER ST,BROADWAY,34.080431,-118.384169
205552524,03/13/2020 12:00:00 AM,03/12/2020 12:00:00 AM,2090,12,77th Street,892,1,410,THEFT FROM MOTOR VEHICLE,9686 6657,54,M,X,792,MULTI-UNIT DWELLING,105,SHOTGUN,AO,Adult Other,410,,3563 MAIN ST,,34.076871,-118.022524
228347172,11/24/2023 12:00:00 AM,11/21/2023 12:00:00 AM,1813,11,Northeast,659,2,520,VEHICLE - ATTEMPT STOLEN,7727 2796,25,M,C,419,PARKING LOT,103,REVOLVER,IC,Invest Cont,520,,8310 WESTERN ST,,33.595828,-118.096413
230820110,05/08/2023 12:00:00 AM,05/05/2023 12:00:00 AM,1560,6,Hollywood,2198,1,310,BURGLARY,3951 2386,83,M,F,846,PARK/PLAYGROUND,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,310,900,7163 BROADWAY ST,,33.776439,-117.855461
223220702,03/14/2024 12:00:00 AM,03/14/2024 12:00:00 AM,1423,20,Olympic,369,2,420,THEFT FROM MOTOR VEHICLE - GRAND,3753 2649,48,F,C,891,STREET,300,BLUNT INSTRUMENT,IC,Invest Cont,420,330,6812 MANCHESTER ST,,34.059748,-117.768385
238529759,09/14/2021 12:00:00 AM,09/13/2021 12:00:00 AM,1743,9,Van Nuys,1883,2,420,THEFT FROM MOTOR VEHICLE - GRAND,9913 9174,43,M,W,704,PARK/PLAYGROUND,102,SEMI-AUTOMATIC PISTOL,JO,Juv Other,420,,2680 BROADWAY ST,,34.402756,-118.572451
205470175,01/28/2024 12:00:00 AM,01/27/2024 12:00:00 AM,973,19,Mission,1211,2,350,"THEFT, PERSON",7107 5024,52,M,C,797,OTHER BUSINESS,103,REVOLVER,IC,Invest Cont,350,,2296 WESTERN ST,MAIN ST,34.325941,-118.224418
211401255,05/26/2024 12:00:00 AM,05/23/2024 12:00:00 AM,303,15,N Hollywood,352,2,320,BURGLARY FROM VEHICLE,6013 2857,60,F,X,361,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,320,625,8687 FIGUEROA ST,,33.889628,-117.793566
240393092,02/28/2023 12:00:00 AM,02/28/2023 12:00:00 AM,843,12,77th Street,783,2,625,OTHER ASSAULT,4266 3638,81,M,B,623,SIDEWALK,104,RIFLE,JO,Juv Other,625,520,5198 HOOPER ST,VERMONT AVE,34.49901,-117.887852
230648560,06/17/2021 12:00:00 AM,06/16/2021 12:00:00 AM,1594,18,Southeast,1905,2,900,SEX OFFENSES,7421 2468,47,F,F,583,GAS STATION,400,VEHICLE,AA,Adult Arrest,900,,7024 VENICE ST,,33.821051,-118.386773
217700344,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,214,20,Olympic,1079,2,350,"THEFT, PERSON",4336 5238,51,M,F,493,SIDEWALK,300,BLUNT INSTRUMENT,AO,Adult Other,350,,859 WESTERN ST,,33.949976,-118.273048
229503735,07/12/2023 12:00:00 AM,07/10/2023 12:00:00 AM,1706,8,West LA,1820,2,740,VANDALISM,6220 6904,75,M,C,681,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,JA,Juv Arrest,740,,443 FIGUEROA ST,,33.717597,-117.949483
219348414,08/27/2022 12:00:00 AM,08/26/2022 12:00:00 AM,524,6,Hollywood,900,2,520,VEHICLE - ATTEMPT STOLEN,9568 3203,49,M,B,319,"SCHOOL, PUBLIC",102,SEMI-AUTOMATIC PISTOL,JO,Juv Other,520,220,9317 WESTERN ST,BROADWAY,33.65906,-118.744711
214662581,03/30/2023 12:00:00 AM,03/27/2023 12:00:00 AM,565,12,77th Street,398,2,320,BURGLARY FROM VEHICLE,1541 6699,45,F,H,187,"VEHICLE, PASSENGER/TRUCK",103,REVOLVER,IC,Invest Cont,320,350,1098 BROADWAY ST,,34.302304,-118.366308
217698907,12/12/2020 12:00:00 AM,12/09/2020 12:00:00 AM,94,3,Southwest,1174,1,510,VEHICLE - STOLEN,1903 5947,32,F,H,571,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,510,,1859 FLORENCE ST,,34.021518,-118.568116
236150400,03/19/2023 12:00:00 AM,03/19/2023 12:00:00 AM,361,16,Foothill,591,2,900,SEX OFFENSES,1650 8572,23,F,A,160,OTHER BUSINESS,0,UNKNOWN,JA,Juv Arrest,900,,7963 MAIN ST,BROADWAY,34.363435,-118.000043
222775006,04/15/2020 12:00:00 AM,04/14/2020 12:00:00 AM,400,15,N Hollywood,476,2,420,THEFT FROM MOTOR VEHICLE - GRAND,8242 5146,4,M,F,853,"SCHOOL, PUBLIC",200,KNIFE OR CUTTING INSTRUMENT,JO,Juv Other,420,,4583 PICO ST,MAIN ST,34.00456,-117.838631
214701607,09/06/2023 12:00:00 AM,09/03/2023 12:00:00 AM,792,18,Southeast,646,2,420,THEFT FROM MOTOR VEHICLE - GRAND,2269 8025,75,F,X,692,MULTI-UNIT DWELLING,300,BLUNT INSTRUMENT,JO,Juv Other,420,,2665 FLORENCE ST,,34.403121,-118.273675
208196721,08/20/2021 12:00:00 AM,08/18/2021 12:00:00 AM,2277,5,Harbor,1626,2,220,ATTEMPTED ROBBERY,7189 2357,41,F,H,625,OTHER BUSINESS,101,HAND GUN,IC,Invest Cont,220,,2352 VENICE ST,,34.356454,-117.815676
224669400,07/14/2024 12:00:00 AM,07/13/2024 12:00:00 AM,1565,6,Hollywood,1477,2,900,SEX OFFENSES,3868 6471,70,M,K,883,"VEHICLE, PASSENGER/TRUCK",400,VEHICLE,AO,Adult Other,900,,5371 MANCHESTER ST,MAIN ST,33.957141,-118.527259
235836098,02/19/2024 12:00:00 AM,02/18/2024 12:00:00 AM,37,19,Mission,455,1,310,BURGLARY,7215 8731,19,M,A,667,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,9166 HOOPER ST,,33.624197,-118.361269
201880623,07/02/2023 12:00:00 AM,07/01/2023 12:00:00 AM,1144,1,Central,1959,2,320,BURGLARY FROM VEHICLE,6247 2311,20,F,C,848,PARK/PLAYGROUND,101,HAND GUN,AO,Adult Other,320,,3929 VENICE ST,MAIN ST,33.961909,-118.680443
236048223,02/25/2020 12:00:00 AM,02/24/2020 12:00:00 AM,1974,5,Harbor,1269,1,310,BURGLARY,1276 2032,57,M,B,392,OTHER BUSINESS,104,RIFLE,AO,Adult Other,310,,3684 MAIN ST,,33.730578,-118.579911
204091945,08/10/2021 12:00:00 AM,08/10/2021 12:00:00 AM,1134,6,Hollywood,2053,2,624,BATTERY - SIMPLE ASSAULT,1201 5222,83,M,C,407,"SCHOOL, PUBLIC",105,SHOTGUN,JA,Juv Arrest,624,410,9960 HOOPER ST,,34.280903,-118.253558
235973105,09/19/2022 12:00:00 AM,09/19/2022 12:00:00 AM,1831,18,Southeast,1174,2,900,SEX OFFENSES,8200 3485,40,F,B,770,MULTI-UNIT DWELLING,300,BLUNT INSTRUMENT,AA,Adult Arrest,900,,9695 BROADWAY ST,,34.423122,-118.587682
236389929,06/17/2020 12:00:00 AM,06/16/2020 12:00:00 AM,326,6,Hollywood,1010,2,220,ATTEMPTED ROBBERY,7408 5062,0,M,F,430,OTHER BUSINESS,400,VEHICLE,JO,Juv Other,220,,7789 PICO ST,,34.159889,-118.38939
236323511,09/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,63,3,Southwest,1399,1,110,CRIMINAL HOMICIDE,7374 7371,82,M,F,306,DRIVEWAY,104,RIFLE,AA,Adult Arrest,110,,2016 PICO ST,VERMONT AVE,33.614841,-117.843275
224260244,11/01/2022 12:00:00 AM,10/29/2022 12:00:00 AM,877,14,Pacific,2047,1,210,ROBBERY,9146 8018,38,M,X,249,OTHER BUSINESS,103,REVOLVER,IC,Invest Cont,210,,5283 VENICE ST,,34.346728,-118.175742
206431345,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,2084,11,Northeast,1438,1,510,VEHICLE - STOLEN,6161 3329,36,F,C,296,STREET,102,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,510,350,9222 WESTERN ST,BROADWAY,34.410432,-118.086545
222404133,10/09/2024 12:00:00 AM,10/08/2024 12:00:00 AM,68,8,West LA,1798,1,510,VEHICLE - STOLEN,2514 6683,53,F,O,361,STREET,201,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,510,,3079 VERMONT ST,,33.548117,-118.06343
216794848,05/24/2024 12:00:00 AM,05/23/2024 12:00:00 AM,849,12,77th Street,330,1,210,ROBBERY,1652 4174,41,F,O,624,OTHER BUSINESS,103,REVOLVER,AA,Adult Arrest,210,420,9328 MANCHESTER ST,,33.812103,-118.144759
240069247,07/23/2021 12:00:00 AM,07/23/2021 12:00:00 AM,1348,11,Northeast,1515,2,625,OTHER ASSAULT,4210 1860,48,F,X,573,RESTAURANT/FAST FOOD,105,SHOTGUN,IC,Invest Cont,625,,5868 FIGUEROA ST,BROADWAY,33.765862,-118.078285
216277955,05/31/2021 12:00:00 AM,05/31/2021 12:00:00 AM,496,13,Newton,769,2,740,VANDALISM,5586 9003,57,M,K,329,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,740,,7383 MANCHESTER ST,,34.123629,-118.076307
233428407,09/28/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1050,1,Central,352,2,341,THEFT-GRAND,4716 9521,4,X,A,335,MULTI-UNIT DWELLING,104,RIFLE,JO,Juv Other,341,,8663 HOOPER ST,,33.715249,-118.706431
226572767,06/15/2023 12:00:00 AM,06/12/2023 12:00:00 AM,2134,13,Newton,819,2,320,BURGLARY FROM VEHICLE,3677 9376,14,M,X,428,MULTI-UNIT DWELLING,200,KNIFE OR CUTTING INSTRUMENT,AA,Adult Arrest,320,,918 MANCHESTER ST,MAIN ST,33.55087,-117.988251
239434843,07/29/2021 12:00:00 AM,07/26/2021 12:00:00 AM,1321,8,West LA,378,1,310,BURGLARY,2445 4778,53,M,A,116,PARKING LOT,102,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,310,,7981 FIGUEROA ST,,34.29439,-117.826516
201460309,07/17/2021 12:00:00 AM,07/14/2021 12:00:00 AM,1007,13,Newton,1439,1,230,ASSAULT WITH DEADLY WEAPON,7488 3787,18,M,A,415,DRIVEWAY,104,RIFLE,JA,Juv Arrest,230,,3940 PICO ST,,33.767287,-118.460685
212413854,10/22/2024 12:00:00 AM,10/20/2024 12:00:00 AM,2294,4,Hollenbeck,411,2,624,BATTERY - SIMPLE ASSAULT,5071 9202,85,F,X,493,"SCHOOL, PUBLIC",200,KNIFE OR CUTTING INSTRUMENT,IC,Invest Cont,624,330,6722 HOOPER ST,,34.02037,-118.305201
223586389,06/10/2021 12:00:00 AM,06/09/2021 12:00:00 AM,690,14,Pacific,635,1,510,VEHICLE - STOLEN,6090 5948,77,F,O,497,ALLEY,0,UNKNOWN,JA,Juv Arrest,510,,2561 WESTERN ST,,34.250811,-118.460146
206983681,01/30/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2332,13,Newton,1936,2,624,BATTERY - SIMPLE ASSAULT,9058 6708,79,M,H,835,PARKING LOT,201,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,624,,9113 VENICE ST,,33.758226,-117.921319
235989846,02/27/2024 12:00:00 AM,02/25/2024 12:00:00 AM,1187,18,Southeast,667,2,341,THEFT-GRAND,9977 4443,70,F,H,383,ALLEY,201,OTHER CUTTING INSTRUMENT,IC,Invest Cont,341,,4857 BROADWAY ST,,34.273672,-117.893393
239132838,08/16/2020 12:00:00 AM,08/15/2020 12:00:00 AM,1261,20,Olympic,876,1,510,VEHICLE - STOLEN,8900 9208,64,M,K,807,OTHER BUSINESS,101,HAND GUN,IC,Invest Cont,510,740,2299 HOOPER ST,,34.083426,-118.063754
239573599,05/21/2023 12:00:00 AM,05/20/2023 12:00:00 AM,300,10,West Valley,1919,1,330,BURGLARY,4865 2373,45,X,B,161,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,1380 PICO ST,,33.575868,-118.483133
204949093,12/23/2020 12:00:00 AM,12/20/2020 12:00:00 AM,499,4,Hollenbeck,1564,2,900,SEX OFFENSES,8055 2058,69,M,F,838,SINGLE FAMILY DWELLING,103,REVOLVER,JO,Juv Other,900,,9819 FIGUEROA ST,MAIN ST,33.561382,-118.57039
202706573,04/26/2023 12:00:00 AM,04/26/2023 12:00:00 AM,1063,6,Hollywood,317,2,930,CRIMINAL THREATS,1604 5642,38,M,F,407,"VEHICLE, PASSENGER/TRUCK",101,HAND GUN,JO,Juv Other,930,510,180 FIGUEROA ST,,34.124251,-117.944001
225173590,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,1882,12,77th Street,1617,2,341,THEFT-GRAND,1467 3095,78,F,B,660,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,467 BROADWAY ST,FIGUEROA ST,33.712005,-118.711368
241393590,11/05/2020 12:00:00 AM,11/04/2020 12:00:00 AM,2307,2,Rampart,2192,2,220,ATTEMPTED ROBBERY,4782 9588,85,M,B,677,RESTAURANT/FAST FOOD,400,VEHICLE,AO,Adult Other,220,,4213 MAIN ST,BROADWAY,33.819471,-117.861648
231322314,09/11/2023 12:00:00 AM,09/11/2023 12:00:00 AM,195,4,Hollenbeck,1626,2,625,OTHER ASSAULT,7096 4773,9,X,C,656,RESTAURANT/FAST FOOD,104,RIFLE,IC,Invest Cont,625,,3019 MANCHESTER ST,,34.166488,-117.875668
214438603,07/03/2022 12:00:00 AM,07/01/2022 12:00:00 AM,1481,8,West LA,1327,1,230,ASSAULT WITH DEADLY WEAPON,8371 3144,51,F,A,488,"SCHOOL, PUBLIC",200,KNIFE OR CUTTING INSTRUMENT,JA,Juv Arrest,230,,4364 HOOPER ST,,33.802332,-117.985594
234668105,01/27/2022 12:00:00 AM,01/25/2022 12:00:00 AM,955,20,Olympic,476,2,320,BURGLARY FROM VEHICLE,8189 2125,45,M,C,739,GAS STATION,102,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,320,,3903 VENICE ST,,33.672251,-118.171895
221748985,07/12/2024 12:00:00 AM,07/11/2024 12:00:00 AM,1260,3,Southwest,451,1,230,ASSAULT WITH DEADLY WEAPON,8353 8466,66,F,A,692,SIDEWALK,201,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,230,210,7441 FLORENCE ST,,34.493398,-117.756159
228204310,12/25/2020 12:00:00 AM,12/22/2020 12:00:00 AM,1804,5,Harbor,1214,2,900,SEX OFFENSES,5538 8314,38,M,H,152,OTHER BUSINESS,201,OTHER CUTTING INSTRUMENT,AO,Adult Other,900,341,8413 WESTERN ST,VERMONT AVE,34.165545,-118.138172
239142770,06/19/2021 12:00:00 AM,06/19/2021 12:00:00 AM,524,16,Foothill,1108,2,740,VANDALISM,8366 6601,75,F,K,342,OTHER BUSINESS,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,740,,8364 PICO ST,VERMONT AVE,33.979721,-118.215623
208754088,05/21/2024 12:00:00 AM,05/19/2024 12:00:00 AM,2297,15,N Hollywood,605,1,110,CRIMINAL HOMICIDE,7587 1782,8,F,C,637,STREET,400,VEHICLE,AO,Adult Other,110,,6310 FLORENCE ST,,33.613559,-118.185929
212470189,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,980,21,Topanga,910,2,520,VEHICLE - ATTEMPT STOLEN,6123 2283,35,M,F,463,RESTAURANT/FAST FOOD,0,UNKNOWN,JO,Juv Other,520,,4696 FLORENCE ST,FIGUEROA ST,33.596467,-117.760616
224192673,04/28/2021 12:00:00 AM,04/25/2021 12:00:00 AM,1468,21,Topanga,1464,2,745,VANDALISM - FELONY,7884 7898,37,F,H,848,"SCHOOL, PUBLIC",201,OTHER CUTTING INSTRUMENT,JA,Juv Arrest,745,,4004 VENICE ST,VERMONT AVE,34.307895,-118.502603
234419753,09/20/2022 12:00:00 AM,09/20/2022 12:00:00 AM,380,14,Pacific,1357,2,520,VEHICLE - ATTEMPT STOLEN,2984 7186,14,F,C,285,DRIVEWAY,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,520,,1475 HOOPER ST,,34.28293,-118.509176
229742369,01/05/2021 12:00:00 AM,01/03/2021 12:00:00 AM,1674,10,West Valley,730,2,624,BATTERY - SIMPLE ASSAULT,2509 1477,48,M,W,537,PARKING LOT,300,BLUNT INSTRUMENT,AA,Adult Arrest,624,510,5169 WESTERN ST,,34.146041,-118.112414
231463757,06/25/2024 12:00:00 AM,06/24/2024 12:00:00 AM,1942,12,77th Street,2013,2,900,SEX OFFENSES,6465 7448,67,F,F,840,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,JO,Juv Other,900,,9649 WESTERN ST,,33.629717,-118.110648
227687319,12/16/2022 12:00:00 AM,12/15/2022 12:00:00 AM,880,16,Foothill,1860,2,420,THEFT FROM MOTOR VEHICLE - GRAND,1201 7653,48,X,B,560,DRIVEWAY,102,SEMI-AUTOMATIC PISTOL,AO,Adult Other,420,,1732 HOOPER ST,FIGUEROA ST,34.479094,-118.266659
236638079,10/31/2024 12:00:00 AM,10/31/2024 12:00:00 AM,230,20,Olympic,1229,2,745,VANDALISM - FELONY,5948 3574,2,F,C,105,MULTI-UNIT DWELLING,300,BLUNT INSTRUMENT,AA,Adult Arrest,745,,7456 MAIN ST,,34.429578,-118.116009
222278029,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,2311,4,Hollenbeck,1432,2,220,ATTEMPTED ROBBERY,1119 2784,44,M,X,774,RESTAURANT/FAST FOOD,102,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,220,510,3638 VERMONT ST,,34.18218,-118.081763
235906144,12/03/2021 12:00:00 AM,12/02/2021 12:00:00 AM,1357,21,Topanga,193,1,510,VEHICLE - STOLEN,8120 3700,23,M,B,595,"SCHOOL, PUBLIC",101,HAND GUN,JA,Juv Arrest,510,,9540 BROADWAY ST,VERMONT AVE,34.043135,-118.724252
226527674,06/21/2020 12:00:00 AM,06/20/2020 12:00:00 AM,905,20,Olympic,1979,2,341,THEFT-GRAND,5585 5575,45,X,C,138,MULTI-UNIT DWELLING,101,HAND GUN,AO,Adult Other,341,520,4686 VENICE ST,,34.404457,-118.246578
203496145,10/24/2020 12:00:00 AM,10/22/2020 12:00:00 AM,516,18,Southeast,545,1,230,ASSAULT WITH DEADLY WEAPON,2055 2562,56,M,B,753,"VEHICLE, PASSENGER/TRUCK",103,REVOLVER,IC,Invest Cont,230,,9084 WESTERN ST,VERMONT AVE,33.751028,-118.133922
206866144,05/04/2023 12:00:00 AM,05/04/2023 12:00:00 AM,1613,3,Southwest,1286,2,740,VANDALISM,2857 6065,28,M,W,687,ALLEY,0,UNKNOWN,AO,Adult Other,740,,407 FLORENCE ST,BROADWAY,33.553833,-117.891748
218269732,08/09/2024 12:00:00 AM,08/09/2024 12:00:00 AM,2021,11,Northeast,481,2,350,"THEFT, PERSON",3565 9358,82,M,B,187,MULTI-UNIT DWELLING,300,BLUNT INSTRUMENT,IC,Invest Cont,350,220,4728 VENICE ST,BROADWAY,33.503087,-118.643402
238067623,11/11/2020 12:00:00 AM,11/09/2020 12:00:00 AM,32,2,Rampart,1213,2,624,BATTERY - SIMPLE ASSAULT,9001 9589,35,X,W,778,ALLEY,300,BLUNT INSTRUMENT,AO,Adult Other,624,320,1953 WESTERN ST,,34.445478,-118.489033
206595445,09/11/2024 12:00:00 AM,09/10/2024 12:00:00 AM,2279,10,West Valley,1103,1,210,ROBBERY,4558 9548,77,M,A,792,OTHER BUSINESS,105,SHOTGUN,IC,Invest Cont,210,,1818 VERMONT ST,,33.625103,-118.225437
223314310,10/12/2022 12:00:00 AM,10/09/2022 12:00:00 AM,1047,2,Rampart,728,2,740,VANDALISM,6287 5055,72,F,W,654,"SCHOOL, PUBLIC",104,RIFLE,AA,Adult Arrest,740,,2974 BROADWAY ST,VERMONT AVE,33.882747,-117.987148
200787551,03/21/2024 12:00:00 AM,03/19/2024 12:00:00 AM,2091,21,Topanga,1501,2,220,ATTEMPTED ROBBERY,8904 5896,65,F,F,436,RESTAURANT/FAST FOOD,103,REVOLVER,JA,Juv Arrest,220,,4451 PICO ST,,34.35811,-117.978026
210621654,04/25/2022 12:00:00 AM,04/24/2022 12:00:00 AM,2117,9,Van Nuys,1972,1,330,BURGLARY,4573 8011,43,F,O,755,SINGLE FAMILY DWELLING,104,RIFLE,JO,Juv Other,330,,3663 MAIN ST,FIGUEROA ST,33.526298,-117.952752
235509347,04/26/2024 12:00:00 AM,04/26/2024 12:00:00 AM,1654,12,77th Street,864,2,624,BATTERY - SIMPLE ASSAULT,5072 2609,1,F,C,744,SIDEWALK,300,BLUNT INSTRUMENT,AA,Adult Arrest,624,,510 MANCHESTER ST,MAIN ST,33.902823,-118.342213
209721973,02/23/2022 12:00:00 AM,02/22/2022 12:00:00 AM,2165,8,West LA,1733,2,350,"THEFT, PERSON",1877 1158,27,F,W,568,DRIVEWAY,300,BLUNT INSTRUMENT,IC,Invest Cont,350,,9772 PICO ST,,34.471963,-117.813168
239926068,05/02/2021 12:00:00 AM,05/02/2021 12:00:00 AM,1695,20,Olympic,1809,1,110,CRIMINAL HOMICIDE,1531 6569,5,F,F,574,STREET,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110,,1782 VERMONT ST,,33.636748,-118.235365
202153477,09/15/2023 12:00:00 AM,09/12/2023 12:00:00 AM,1358,3,Southwest,1584,1,230,ASSAULT WITH DEADLY WEAPON,6429 8386,66,X,W,207,PARKING LOT,102,SEMI-AUTOMATIC PISTOL,AO,Adult Other,230,,5081 WESTERN ST,,34.325112,-117.847992
233284188,06/20/2022 12:00:00 AM,06/17/2022 12:00:00 AM,1556,9,Van Nuys,1554,1,121,RAPE FORCIBLE,1579 2713,26,M,X,415,STREET,101,HAND GUN,JA,Juv Arrest,121,,3298 HOOPER ST,,33.821453,-118.257018
207112570,01/26/2024 12:00:00 AM,01/26/2024 12:00:00 AM,611,16,Foothill,1793,2,740,VANDALISM,1754 8770,64,M,X,169,PARKING LOT,201,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,740,420,9702 FLORENCE ST,FIGUEROA ST,33.759491,-117.938269
212102207,07/29/2023 12:00:00 AM,07/28/2023 12:00:00 AM,683,7,Wilshire,1165,1,121,RAPE FORCIBLE,3392 3572,79,M,X,857,OTHER BUSINESS,0,UNKNOWN,AO,Adult Other,121,,8660 FIGUEROA ST,,33.614614,-118.593551
205940440,12/08/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1505,10,West Valley,101,1,330,BURGLARY,2873 7218,18,F,K,804,"SCHOOL, PUBLIC",104,RIFLE,JA,Juv Arrest,330,,2310 BROADWAY ST,VERMONT AVE,34.235138,-118.43144
